name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Leaving My Love Behind,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,1NxHgM5nOnmqi3KUVLbaIw,2019-11-22,66,210213,0.409,0.65,0.446,0.0,0.0862,0.135,-4.836,0.0317,75.638,2,4,sad
One,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,5C1TucCRf4Vjjree1OItyv,2019-05-17,65,179907,0.708,0.834,0.339,0.0,0.128,0.512,-7.085,0.0409,117.995,9,4,sad
Just Friends,Just Friends,Ally Barron,6C8YCzxgqxCC2ZnBNWmCOW,2017-10-03,54,230608,0.358,0.74,0.114,3.75e-06,0.088,0.242,-15.505,0.058,80.612,0,5,sad
Wrong Direction,Half Written Story,Hailee Steinfeld,5Qsp8mtshe70DX7EYbWZGo,2020-05-08,67,248986,0.39,0.472,0.388,0.0,0.157,0.187,-9.017,0.0355,72.934,10,4,sad
i can't breathe,aurora,Bea Miller,1qFMIjTe9esCDiytqUY19t,2018-02-23,60,213986,0.347,0.893,0.209,0.00287,0.138,0.0735,-11.152,0.0273,82.878,11,4,sad
afterthoughts,CLOUDS (Music From The Disney+ Original Movie),OneRepublic,1ERCrZMVMSpqDW4zmr4sRc,2020-10-16,52,175321,0.51,0.86,0.229,3.03e-05,0.118,0.107,-11.394,0.0352,93.309,6,4,sad
Because of You,Breakaway,Kelly Clarkson,0gJvqi9QyASOCtJu99tytc,2004,73,219493,0.587,0.248,0.583,0.0,0.124,0.15,-5.284,0.0313,139.92,5,4,sad
Tightrope,Piece By Piece (Deluxe Version),Kelly Clarkson,06RvSvlEgjxOcKXjLaXM14,2015-02-27,41,212813,0.449,0.643,0.366,0.0,0.138,0.249,-8.381,0.0264,73.99,9,4,sad
The Night We Met (13 Reasons Why),Take Me Back To The Night We Met,Nath Brooks,7gUuGkxbxxbDdixMQl50EW,2017-07-24,48,187068,0.293,0.953,0.326,2.68e-06,0.0958,0.207,-8.542,0.0308,93.724,9,3,sad
Grace,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,0pEkK8MqbmGSX7fT8WLMbR,2019-05-17,70,185657,0.722,0.435,0.565,0.0,0.165,0.488,-5.848,0.0335,104.483,4,4,sad
tired of me,tired of me,Karina Grace,3juh7LQajy0H4HnnjOKiEl,2021-12-08,14,197600,0.457,0.926,0.123,0.0,0.172,0.206,-17.508,0.0375,167.772,6,4,sad
Georgia,Dream Your Life Away (Special Edition),Vance Joy,429EttO8gs0bDo2SQfUNSm,2014-09-09,66,230506,0.388,0.312,0.66,0.000307,0.0943,0.401,-7.372,0.0308,143.554,11,4,sad
Like My Father,Like My Father,Jax,5YVmHTAsdWnoanWXB7AwZX,2021-06-03,73,183428,0.492,0.91,0.224,0.0,0.142,0.424,-8.098,0.0493,93.039,5,4,sad
Try,Greatest Hits Vol. 1,Blue Rodeo,4VeD7QbCk5VKrEcmD4AQTj,2001-10-02,37,240933,0.565,0.461,0.424,3.26e-06,0.105,0.193,-8.636,0.0238,79.668,9,4,sad
Yeah - bonus,Faces,Mac Miller,7b8aKAUn1BB2k1clevj4aB,2021-10-15,64,304192,0.511,0.139,0.793,8.06e-06,0.205,0.146,-5.231,0.072,148.082,8,4,sad
Grand Finale,Faces,Mac Miller,1dhb0Dus4aB9jkGgBQE1ol,2021-10-15,53,211341,0.613,0.188,0.717,0.0,0.131,0.325,-5.409,0.116,78.05,2,3,sad
Someone Like You,21,Adele,1zwMYTA5nlNjZxYrvBB2pV,2011-01-24,79,285240,0.556,0.893,0.319,0.0,0.0996,0.294,-8.251,0.0281,135.187,9,4,sad
The Heart Wants What It Wants,The Heart Wants What It Wants,Selena Gomez,6wJwkMo278iWVlWl1XQ4WA,2014-01-01,67,227373,0.616,0.053,0.789,0.0,0.142,0.621,-4.874,0.0377,83.066,7,4,sad
Almost Is Never Enough,Yours Truly,Ariana Grande,63bo7NDoWdMFXufhsYOxwG,2013-01-01,55,327773,0.323,0.824,0.327,0.0,0.101,0.335,-7.494,0.0411,81.329,2,4,sad
Thinkin Bout You,channel ORANGE,Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau,2012-07-10,77,200746,0.721,0.409,0.339,0.00153,0.0973,0.2,-11.195,0.0532,129.83,0,4,sad
Remember Who I Was,Remember Who I Was,James Arthur,7AsQ91Fnyga6cqYIJaMSVe,2016-10-21,36,178093,0.349,0.847,0.326,3.33e-06,0.112,0.179,-9.151,0.0504,76.909,8,4,sad
So Many Skies,Antipodes,Caroline Jones,2LF0OpWDJDad3cNGqwk3kf,2021-11-12,62,215611,0.469,0.752,0.334,2.48e-05,0.376,0.282,-8.172,0.0263,84.905,2,3,sad
Skinny Love,Birdy,Birdy,4RL77hMWUq35NYnPLXBpih,2011-11-04,71,201080,0.379,0.952,0.29,0.00106,0.118,0.169,-8.485,0.051,166.467,4,4,sad
Jar of Hearts,lovestrong.,Christina Perri,0HZhYMZOcUzZKSFwPOti6m,2011-05-10,73,246587,0.349,0.726,0.348,0.0,0.12,0.0886,-6.142,0.0316,74.541,3,4,sad
feel alive,feel alive,Halston Dare,1IHER3odWnzjIRD8ps4eQA,2022-06-17,46,203880,0.504,0.303,0.538,0.0,0.139,0.351,-6.714,0.0297,96.059,5,4,sad
Nitecap,Every Circle Needs a Center,Hello Lightfoot,2bG5HfQIVNiVo2Jrk6zVUn,2022-04-29,47,213502,0.54,0.396,0.703,0.425,0.128,0.133,-6.816,0.0419,122.04,0,4,sad
River Of Tears,Know-It-All (Deluxe),Alessia Cara,5NRl32BO29q8xtWFvOlHZE,2015-11-13,31,254506,0.388,0.928,0.372,0.0,0.146,0.285,-5.72,0.0468,89.701,6,4,sad
Kiss Me,+,Ed Sheeran,0Tel1fmuCxEFV6wBLXsEdk,2011-09-09,70,280853,0.589,0.64,0.227,0.00469,0.0248,0.182,-16.67,0.0498,74.993,2,4,sad
Naked,Naked,James Arthur,7krbSH3rd8lhIZvuzTV3Bl,2017-11-24,69,234106,0.529,0.104,0.607,0.0,0.0631,0.238,-6.781,0.0574,101.966,6,4,sad
Place,Place,Anna Margo,1fOsXMrA2TwOk3huQdbQCI,2021-10-20,51,206799,0.497,0.653,0.513,0.00455,0.106,0.145,-5.545,0.0492,84.898,11,4,sad
Truth,Truth,Lorenzo Doryon,3MwhHZbc7iOAJS2F8wBzSD,2022-04-08,55,179156,0.801,0.216,0.693,1.33e-06,0.134,0.563,-6.493,0.051,108.037,0,4,sad
Listen To Your Heart,Look Sharp!,Roxette,1qIKynV6YQZgocodkPdCy7,1988-10-19,57,328093,0.539,0.108,0.583,0.0,0.111,0.337,-4.935,0.0275,86.063,1,4,sad
She Will Be Loved - Acoustic,1.22.03 Acoustic,Maroon 5,2sLS4tVaEoMYrNS67PVz0V,2004,67,276786,0.618,0.496,0.504,4.73e-06,0.698,0.58,-9.328,0.0319,98.12,11,4,sad
BTBT,BTBT,B.I,7nthiiDfS9WHNHDMwmAz98,2022-05-13,79,219549,0.766,0.334,0.663,0.0,0.117,0.509,-6.932,0.175,109.967,9,4,sad
Something's Gotta Give,Camila,Camila Cabello,7IL3UOlcJ6nmcCMwpnlfcA,2018-01-12,62,236360,0.545,0.367,0.458,0.0,0.118,0.164,-4.6,0.0279,79.943,5,4,sad
Hurt,Back To Basics,Christina Aguilera,6gDXbcILAyBa2skSdbUYq7,2006-08-14,65,243373,0.327,0.775,0.295,0.0,0.107,0.143,-6.907,0.0313,148.574,4,4,sad
Love Me Like You Do,Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,0Cy7wt6IlRfBPHXXjmZbcP,2018-02-09,79,253520,0.489,0.27,0.597,0.0,0.105,0.324,-6.633,0.0292,95.012,5,4,sad
I Can't Fall in Love Without You,So Good,Zara Larsson,4VPXFi4vFTtS9wHe6oMQaT,2017-03-17,66,180640,0.485,0.784,0.332,0.000122,0.146,0.273,-9.244,0.0338,130.813,4,4,sad
Good Day,Good Day,Jonmosslol,7HsFsPrJ2LApP7TNKn2L1i,2022-06-10,46,159272,0.783,0.00886,0.618,1.35e-05,0.626,0.927,-8.014,0.129,110.016,6,4,sad
Don't Forget About Me,XIII,CLOVES,4gVZhkcsZcwQ4mU1gEeXEO,2015-11-20,60,268853,0.494,0.822,0.243,0.00225,0.147,0.0722,-9.083,0.0316,126.063,5,4,sad
Young And Beautiful,Young And Beautiful,Lana Del Rey,2nMeu6UenVvwUktBCpLMK9,2013-01-01,80,236053,0.324,0.262,0.416,3.69e-05,0.11,0.151,-8.92,0.0368,113.986,11,4,sad
A Drop In The Ocean,The Bedroom Demos,Ron Pope,5JDcQAztvZTIkrWoZihgvC,2008-05-04,69,220239,0.447,0.785,0.393,0.0,0.28,0.564,-8.65,0.038,73.139,5,3,sad
Life Is Worth Living,Purpose (Deluxe),Justin Bieber,4yWCzA44dQyp0SoeM81bUb,2015-11-13,60,234786,0.558,0.907,0.296,0.0,0.108,0.463,-9.18,0.0427,76.04,10,4,sad
No Filter,No Filter,A STARR,5xFVIZ95Wvu05CdVlEzoiO,2022-04-29,58,166458,0.866,0.0291,0.509,0.000526,0.148,0.414,-7.823,0.341,156.095,0,4,sad
Big Girls Don't Cry (Personal),The Dutchess,Fergie,3Q4WeJmzxuDpzMu9QjQqbM,2006-09-13,57,268120,0.708,0.205,0.641,0.0,0.0945,0.253,-4.296,0.0335,113.082,7,4,sad
Begin Again,Red,Taylor Swift,0L4YCNRfXAoTvdpWeH2RGj,2012-10-22,57,237613,0.53,0.199,0.526,3.52e-06,0.232,0.323,-8.349,0.0263,79.025,7,4,sad
I Hope,I Hope,Tayler Holder,4WRAJha1hu2dLMXGk3Xgox,2022-06-09,49,138218,0.608,0.539,0.477,1.51e-06,0.0962,0.492,-9.396,0.0502,114.01,8,4,sad
Shot Down,American Teen,Khalid,1Ob94QesoxHSBrypyBbdfd,2017-04-27,63,207106,0.767,0.893,0.512,0.000223,0.103,0.489,-6.777,0.0591,123.921,6,4,sad
Slide Away,Slide Away,Miley Cyrus,44ADyYoY5liaRa3EOAl4uf,2019-08-16,71,233654,0.53,0.17,0.538,2.83e-06,0.248,0.288,-6.672,0.0335,148.051,5,4,sad
Bad Intentions,The Bedroom Tour Playlist,Niykee Heaton,5W3UniuRMkHHIpaiQo1hAW,2016-03-18,65,245722,0.747,0.26,0.716,0.0,0.0907,0.487,-5.071,0.0798,123.979,11,4,sad
Die For You,The Highlights,The Weeknd,2bk3kDxxFLHafZDuw06Fxs,2021-02-05,62,260255,0.602,0.11,0.528,0.0,0.157,0.455,-7.152,0.0556,133.851,1,4,sad
Lover,Lover,Taylor Swift,1dGr1c8CrMLDpV6mPbImSI,2019-08-23,84,221306,0.359,0.492,0.543,1.58e-05,0.118,0.453,-7.582,0.0919,68.534,7,4,sad
You Are For Me,You Are For Me,Tiggi Hawke,3yJoI2Jcg5YAQd6ajWwTbi,2021-11-12,50,206065,0.543,0.101,0.745,1.04e-05,0.107,0.494,-5.294,0.138,179.964,0,4,sad
I Hate This Part,Doll Domination (Deluxe),The Pussycat Dolls,3tSuRiNgJmMqmYR23dCqnR,2008-09-23,65,218400,0.756,0.0659,0.612,0.0,0.274,0.452,-4.371,0.0317,111.572,5,4,sad
Heaven,BEYONCÉ [Platinum Edition],Beyoncé,0fYwfZcgijhIOyXn0RVPwq,2014-11-24,54,230893,0.346,0.573,0.188,0.0166,0.108,0.0388,-12.688,0.0327,103.265,6,4,sad
Heartbreaker,Journals,Justin Bieber,21pCToQdqcPi879auxjxKe,2014-05-13,52,262840,0.572,0.156,0.503,0.0,0.346,0.553,-7.334,0.0858,103.215,6,4,sad
I Miss You (feat. Julia Michaels),What Is Love? (Deluxe Edition),Clean Bandit,0Ult84lvFuqNvbyXwyRQ58,2018-11-30,71,205986,0.693,0.299,0.624,7.64e-06,0.0955,0.369,-7.482,0.0448,105.002,0,4,sad
Just Wanna Say,Just Wanna Say,RAEYA,0YIjRad6H1mKOlZzlOlpdo,2021-07-02,34,205479,0.597,0.657,0.516,0.0,0.0751,0.288,-10.316,0.0338,145.98,1,4,sad
Stitches,Handwritten (Deluxe),Shawn Mendes,1WP1r7fuvRqZRnUaTi2I1Q,2015-04-13,4,206880,0.746,0.0152,0.754,0.0,0.0486,0.764,-6.681,0.067,149.882,1,4,sad
Hello,25,Adele,62PaSfnXSMyLshYJrlTuL3,2015-11-20,73,295502,0.578,0.33,0.43,0.0,0.0854,0.288,-6.134,0.0305,78.991,5,4,sad
Frunk,Sincerely Me,Joey Melrose,3HfUA8TXknZa5zKDuXSdM6,2022-05-11,44,132747,0.639,0.0802,0.567,0.0,0.173,0.536,-5.665,0.0744,159.946,7,4,sad
The Fault in Our Stars,The Fault in Our Stars,Troye Sivan,6LteLVcW0oWLjuW6nePyWb,2013-05-05,62,187194,0.481,0.613,0.179,2.84e-05,0.145,0.405,-21.424,0.109,74.85,3,4,sad
When We Were Young,25,Adele,7GgWAITsYJaRM3r50rfh5w,2015-11-20,75,290900,0.376,0.303,0.595,0.0,0.095,0.265,-5.936,0.0496,144.361,3,4,sad
Better in Time,Spirit,Leona Lewis,2iXBZ32Fz5VDCLeE0JIdX5,2007,67,234173,0.584,0.512,0.7,2.43e-05,0.13,0.549,-4.251,0.0506,163.953,6,4,sad
Too Good At Goodbyes - Edit,Too Good At Goodbyes,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,2017-09-08,0,201000,0.653,0.658,0.378,0.0,0.177,0.54,-8.273,0.0533,91.835,5,4,sad
Dream Away the Lonely,Dream Away the Lonely,"Love, Lies and Fiction",6qIzePCNcK9eR0o2N5AWGT,2021-01-15,29,204320,0.486,0.0681,0.582,0.0,0.106,0.474,-8.555,0.04,142.301,5,4,sad
Purpose,Purpose (Deluxe),Justin Bieber,2IjyFRCRn8x1bEquOM3vxg,2015-11-13,68,210160,0.481,0.9,0.285,0.0,0.123,0.316,-10.848,0.0424,130.029,0,4,sad
If I Were a Boy,I AM...SASHA FIERCE,Beyoncé,2jppsxdHlNHz9eK0QyYlTq,2008-11-17,53,249146,0.632,0.107,0.518,0.0,0.354,0.427,-6.126,0.0313,90.007,6,4,sad
Lie,Lie,Skye Holland,2uXUFsKXKJM3SVT5k5ReA9,2022-05-20,46,179125,0.685,0.259,0.682,0.0,0.149,0.689,-5.26,0.056,119.912,11,4,sad
So Sick,In My Own Words,Ne-Yo,6brl7bwOHmGFkNw3MBqssT,2006-01-01,77,207186,0.452,0.246,0.574,0.0,0.189,0.58,-8.336,0.31,92.791,6,4,sad
Broken-Hearted Girl,I AM...SASHA FIERCE,Beyoncé,31acMiV67UgKn1ScFChFxo,2008-11-14,57,277626,0.336,0.503,0.424,0.0,0.273,0.159,-7.203,0.0353,82.149,5,4,sad
Little Things,Take Me Home (Expanded Edition),One Direction,0TAmnCzOtqRfvA38DDLTjj,2012-11-12,76,219040,0.709,0.811,0.22,0.0,0.175,0.53,-11.856,0.0327,110.076,7,4,sad
Unfaithful,A Girl Like Me,Rihanna,13xxBnXOuiBxVxJI458B0i,2006-04-10,71,226973,0.588,0.839,0.391,0.0,0.227,0.349,-8.607,0.0334,144.069,0,4,sad
Close To You,ANTI (Deluxe),Rihanna,6D2tzc8kRnZb7P1lNwMBLH,2016-01-28,63,223213,0.494,0.895,0.17,0.0,0.139,0.145,-11.368,0.0337,80.098,10,4,sad
Stand By You,Stand By You,"Love, Lies and Fiction",0K5pDj6R79zOT9O3Vr6kA3,2022-06-10,30,239279,0.522,0.00916,0.614,0.0,0.117,0.246,-6.502,0.0263,133.967,4,4,sad
The Best You Had,"The Sun Will Come up, The Seasons Will Change",Nina Nesbitt,3i0VfLdOUCks9DmAht65XI,2019-02-01,61,176853,0.69,0.358,0.582,0.0,0.0776,0.448,-6.259,0.0333,122.02,5,4,sad
Consequences,Camila,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,2018-01-12,68,178466,0.455,0.889,0.292,0.0,0.106,0.43,-6.792,0.0563,84.339,0,5,sad
September Song - Guitar Acoustic,Raised Under Grey Skies (Deluxe),JP Cooper,7bMkcxifc4EjIQKw49EC7h,2017-10-06,68,212152,0.593,0.355,0.394,0.0,0.121,0.543,-8.946,0.029,94.909,0,4,sad
Don't Let Me Down,Covers,Conor Maynard,4ks6j7JsfJorc1tb4THJo8,2016-08-05,61,164129,0.446,0.913,0.37,0.0,0.126,0.209,-8.447,0.0464,108.58,9,3,sad
Higher,Higher,Eveta,1QbXSFBiIolhqmgaP7bVm8,2020-07-17,48,213942,0.593,0.052,0.699,0.0,0.524,0.232,-5.674,0.0405,87.543,5,4,sad
Slow Dancing in a Burning Room,Continuum,John Mayer,2jdAk8ATWIL3dwT47XpRfu,2006-09-11,74,242000,0.667,0.575,0.361,0.00506,0.0805,0.29,-8.69,0.0273,134.018,1,5,sad
Take Me to Church,Hozier,Hozier,0aOluBqXYd0rFSCsgDyAWX,2014-10-07,62,241693,0.575,0.637,0.664,0.0,0.116,0.437,-5.303,0.0481,129.07,4,4,sad
Don't Watch Me Cry,Lost & Found,Jorja Smith,202lm9YX5WmAac83tOGlVn,2018-06-08,62,190429,0.559,0.887,0.157,0.0,0.107,0.348,-10.132,0.0414,130.877,1,4,sad
Something About You,Mixed Feelings,LuQa,2HMEQ2VzP11cgylkoe67H4,2022-06-17,33,236011,0.761,0.118,0.834,0.0,0.142,0.712,-4.542,0.118,102.932,2,4,sad
The Letter,You Should Be Here,Kehlani,3rGew9pmFEmGD9nZ12F1tN,2015-04-28,47,232169,0.448,0.855,0.241,0.0,0.124,0.131,-8.643,0.0328,131.259,10,4,sad
Love Someone,Love Someone,Lukas Graham,2JqnpexlO9dmvjUMCaLCLJ,2018-09-07,67,205463,0.55,0.161,0.415,0.0,0.108,0.274,-6.557,0.052,172.065,9,4,sad
When We Were Young,25,Adele,0cj2joJcY6b4XSRfj2eZOl,2015-11-20,2,290900,0.377,0.303,0.595,0.0,0.095,0.264,-5.936,0.0489,144.464,3,4,sad
Impossible,No Gravity,Shontelle,45EDI3rk0f4cAMt9f8b56R,2010-01-01,16,226533,0.599,0.385,0.624,0.0,0.125,0.539,-3.631,0.0343,90.034,8,4,sad
Serve,Serve,Eveta,73zOpqB56HyD2VpwAKe4oa,2020-08-21,47,142968,0.805,0.00446,0.883,0.00458,0.0973,0.696,-4.869,0.064,128.032,6,4,sad
Mirror,Mirror,Madison Ryann Ward,5G2Q4Vx9zwBAdQoEWgM8uX,2018-04-06,63,194746,0.646,0.43,0.42,0.0,0.107,0.0925,-6.21,0.084,129.468,6,3,sad
Big Girls Cry,1000 Forms Of Fear,Sia,75xgoXAGed7jiNDdV8TNOe,2014-07-04,61,210613,0.469,0.0393,0.592,0.0,0.105,0.0938,-4.962,0.0399,161.996,5,4,sad
Liability,Melodrama,Lorde,6Kkt27YmFyIFrcX3QXFi2o,2017-06-16,75,171727,0.587,0.92,0.229,0.0,0.1,0.379,-11.254,0.128,75.67,10,4,sad
Finally // beautiful stranger,Finally // beautiful stranger,Halsey,5YvcUK2eXJ2OllqDuEg18S,2019-12-06,62,221095,0.626,0.051,0.55,0.0,0.118,0.123,-5.105,0.029,133.976,9,4,sad
Delicately Poised,Delicately Poised,Capital Theatre,3oEiHrN5LavDQUhMKJhrD2,2022-03-01,52,232040,0.386,4.04e-05,0.767,1.61e-06,0.0929,0.636,-5.144,0.04,176.011,10,4,sad
Million Reasons,Joanne (Deluxe),Lady Gaga,7dZ1Odmx9jWIweQSatnRqo,2016-10-21,77,205280,0.666,0.494,0.423,0.0,0.106,0.154,-8.012,0.043,129.89,0,4,sad
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,37FXw5QGFN7uwwsLy8uAc0,2016-01-29,69,217706,0.728,0.621,0.563,0.0,0.179,0.352,-8.053,0.134,100.017,1,4,sad
Last Kiss,Speak Now (Deluxe Edition),Taylor Swift,1D27z8xNzjW0Mwwt1NCWhJ,2010-10-25,58,367133,0.371,0.57,0.341,3.09e-05,0.101,0.196,-9.475,0.0319,89.038,10,1,sad
Jinx,Jinx,Eveta,4KWPRJIQeP55VSeITGlTo7,2022-03-25,45,133750,0.678,0.265,0.545,0.0,0.262,0.556,-10.002,0.0396,144.034,9,4,sad
Bleeding Love,Spirit,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,2007,76,262466,0.638,0.188,0.656,0.0,0.146,0.225,-5.886,0.0357,104.036,5,4,sad
Nothing Like Us,Believe Acoustic,Justin Bieber,30Co9eN7JHPf1i2wEyVSMJ,2013-01-01,62,199800,0.546,0.987,0.155,6.02e-05,0.18,0.512,-14.378,0.0428,72.331,0,4,sad
Back At One,Back At One,Brian McKnight,6mwA6YiKDjAUG8kWvRRUPh,1999-09-21,70,263666,0.661,0.452,0.346,0.0,0.131,0.256,-9.115,0.03,129.752,11,4,sad
my boyfriend,my boyfriend,Ava Della Pietra,1NGquryMIKyUBbzId9M3hd,2022-05-20,44,162516,0.549,0.783,0.368,0.0,0.322,0.494,-7.349,0.0289,130.8,0,4,sad
Love On The Brain,ANTI (Deluxe),Rihanna,5oO3drDxtziYU2H1X23ZIp,2016-01-28,82,224000,0.509,0.0717,0.637,1.08e-05,0.0789,0.378,-4.83,0.0471,172.006,4,3,sad
Shallow,Shallow,GATSBY,3m7hv620CiOQ2ZRVABOYLo,2022-04-29,40,165875,0.562,0.0276,0.702,0.000136,0.392,0.441,-6.637,0.037,100.082,0,4,sad
Not Thinkin' Bout You,Ready,Ruel,2awExtNBABpwOFC78XViJd,2018-06-15,59,188387,0.66,0.267,0.357,0.0,0.0857,0.518,-8.55,0.0594,119.835,10,4,sad
Grow Old with Me,Long Way Down (Deluxe),Tom Odell,6xjxMWGsprmtUVMDaMhgH0,2013-06-24,58,182720,0.505,0.799,0.591,2.46e-06,0.174,0.39,-8.397,0.0302,146.174,7,4,sad
Yellow Lights,Yesterday's Tomorrow Night,Harry Hudson,524dq3zKwXrP4uPL6VwoWT,2018-03-30,63,171381,0.444,0.844,0.21,0.0,0.0956,0.306,-10.811,0.0516,145.944,3,1,sad
If I Could Fly,Made In The A.M. (Deluxe Edition),One Direction,5CRVwXGikmqzoRO6q7FeAg,2015-11-13,71,230320,0.565,0.781,0.245,0.0,0.0998,0.307,-9.132,0.0262,75.055,5,4,sad
the broken hearts club,we,Garrett Nash,3Uu6pcfL9xsdfsKRx3DXRf,2019-01-11,60,184694,0.62,0.801,0.288,0.0,0.37,0.691,-9.431,0.123,100.385,4,4,sad
I Love You,It's About Us,Alex & Sierra,2ELVVIbpucfOqGFC21Q4yR,2014-10-06,58,229640,0.525,0.658,0.439,0.0,0.0636,0.238,-6.596,0.0259,84.956,0,4,sad
Her,Her,Anne-Marie,2GjQ5KNXggsIRpx5ZUj2zX,2020-03-22,66,177568,0.567,0.87,0.395,0.0,0.106,0.329,-5.568,0.0303,119.849,10,4,sad
I Will Always Love You,The Bodyguard - Original Soundtrack Album,Whitney Houston,4eHbdreAnSOrDDsFfc4Fpm,1992-11-17,77,271093,0.332,0.845,0.214,5.62e-06,0.0839,0.11,-12.518,0.0349,67.531,4,4,sad
go,go,Cat Burns,4VtRHZ4tBDHaWltVAytlLY,2020-07-31,79,215000,0.663,0.88,0.251,0.0,0.0932,0.528,-9.87,0.0435,90.272,6,4,sad
Black Hole - Acoustic Version,Black Hole (Acoustic Version),Griff,1cpVLszZnKUHUjsJDTEi3D,2021-03-19,61,175979,0.824,0.854,0.3,0.0,0.174,0.227,-6.678,0.0565,112.867,1,4,sad
All For You,All For You,Cian Ducrot,29Co9NKhOM5R9vWCrpkPPK,2022-04-07,71,219380,0.551,0.805,0.268,0.0,0.0977,0.335,-9.954,0.0427,77.079,2,3,sad
Something to Someone - Piano,Something to Someone (Piano),Dermot Kennedy,5YLGr2aXsNZWpZmwQiaX7H,2022-06-17,58,183789,0.62,0.594,0.424,0.0,0.0751,0.203,-5.903,0.0315,132.11,0,4,sad
London Is Lonely,London Is Lonely,Holly Humberstone,5dXiKFepHXZktud7z5635H,2022-01-20,63,234760,0.482,0.763,0.43,2.79e-06,0.344,0.113,-7.224,0.0481,143.23,10,4,sad
Birthday Cake,Birthday Cake,Dylan Conrique,7dDrR6vMK1JAwZZ5MIWgme,2022-02-02,80,205280,0.436,0.955,0.255,3.28e-05,0.106,0.15,-8.623,0.0364,113.265,3,4,sad
Seventeen Going Under - Acoustic,Seventeen Going Under (Acoustic),Sam Fender,1vXmhTcKkv7Kck2gBap1fz,2021-12-09,59,270840,0.578,0.782,0.5,1.63e-06,0.0813,0.525,-7.587,0.0345,75.01,1,4,sad
You - Live,ATTENTION: MILEY LIVE,Miley Cyrus,66MhEsUuahsQOxNR4RJv9Z,2022-04-01,64,181093,0.447,0.333,0.539,0.0,0.892,0.419,-5.051,0.0317,113.225,6,4,sad
Bad Life,Bad Life,Sigrid,1eEK8eQETi8q8bU0lxRMlq,2022-04-21,70,226867,0.557,0.124,0.583,0.0,0.187,0.215,-4.127,0.0308,95.349,4,4,sad
If You Ever Change Your Mind,If You Ever Change Your Mind,Calum Scott,06Nak3IpaRtZKS27DYoHmt,2022-02-04,65,205994,0.667,0.247,0.718,0.0,0.102,0.357,-2.848,0.045,94.946,1,4,sad
"Elliot's Song - From ""Euphoria"" An HBO Original Series","Elliot's Song (From ""Euphoria"" An HBO Original Series)",Dominic Fike,7JIIY2oDPFkURYMCLJuzhe,2022-03-04,73,150320,0.394,0.849,0.327,0.0,0.125,0.411,-14.291,0.114,93.358,4,4,sad
Shouldn't Be Thinking About You,Songs They Told Me Weren't Singles - Part 1,Jamie Grey,3Inj1eHMvEhwUFej1LYR0d,2021-10-21,50,171724,0.708,0.887,0.298,0.0,0.101,0.399,-8.704,0.0483,86.838,6,4,sad
I Lost Myself In Loving You,I Lost Myself In Loving You,Jamie Miller,2ySPkHH3mHCP3r3T040M5V,2022-01-28,67,201306,0.456,0.614,0.615,0.0,0.0908,0.416,-5.454,0.0529,78.461,1,4,sad
Unstable (feat. The Kid LAROI),Justice,Justin Bieber,137mSruegm1u6x9NvwiagR,2021-03-19,72,158324,0.495,0.737,0.333,0.0,0.112,0.37,-10.109,0.0288,99.757,4,4,sad
Love is Pain,Optimist,FINNEAS,2tJUcBxiQEYSCzC3BdIOk8,2021-10-15,62,224278,0.609,0.927,0.141,0.000104,0.0923,0.107,-15.33,0.0394,78.233,9,4,sad
Mr. Forgettable,Mr. Forgettable,David Kushner,39ZVkOVxjG8ypNdUSVNkxU,2022-03-04,76,187293,0.56,0.544,0.41,0.0,0.151,0.28,-9.227,0.0276,144.727,8,4,sad
Cut Me Out Your Photos,Cut Me Out Your Photos,Tamzene,2JDu2WDRJxQrLVMCHXh3HY,2022-04-01,45,168615,0.578,0.903,0.319,0.000122,0.109,0.148,-8.895,0.026,130.894,2,4,sad
Good Without,Good Without,Mimi Webb,15OCqNPYoLziEAsbVnqRj5,2021-03-26,70,182121,0.616,0.0723,0.576,0.0,0.375,0.269,-5.495,0.0532,89.962,11,4,sad
No Words,No Words,RHODES,11Q0l1bZkmXJk3LStYGuAy,2022-03-11,46,189690,0.378,0.462,0.344,0.0,0.129,0.229,-9.629,0.0287,75.505,7,4,sad
Panic Attacks in Paradise,Panic Attacks in Paradise / Maggots,Ashnikko,13gqe2AjtaPexcBoqA10IX,2021-09-29,63,184885,0.695,0.554,0.386,0.0,0.0906,0.214,-5.114,0.0337,127.947,8,4,sad
Crisis,Crisis / Secret / Set Me Free,Joshua Bassett,1mEM6KkVMwpuAuqusCMD6m,2021-12-03,63,189093,0.593,0.184,0.514,0.0,0.183,0.461,-6.618,0.0467,133.68,2,4,sad
